ad_id,suburb,district,bedrooms,bathrooms,land_perches,floor_sqft,price_lkr,price_log
511713,Colombo 3,Colombo,5,4,29.96,3000,550000000,20.12542884
5652975,Colombo 8,Colombo,6,4,14.25,2950,199500000,19.1113248
5808954,Colombo 5,Colombo,4,3,19,3000,250000000,19.33697148
5816599,Colombo 7,Colombo,4,4,10,3500,230000000,19.25358987
5841180,Rajagiriya,Colombo,4,3,28.5,2600,125000000,18.6438243
5869097,Thalawathugoda,Colombo,4,3,9.8,4516,88000000,18.29284738
5869088,Nawala,Colombo,5,3,20,2950,170000000,18.951309
5869061,Dehiwala,Colombo,4,4,16.7,3300,100000000,18.42068075
5819867,Rajagiriya,Colombo,5,5,23.39,3000,170000000,18.951309
5850027,Colombo 5,Colombo,6,5,29.8,3000,440000000,19.90228529
5835158,Battaramulla,Colombo,3,2,45.7,1500,260000000,19.37619219
5869289,Galle,Galle,5,3,36,3800,40000000,17.50439004
5797323,Panadura,Kalutara,4,2,24.5,2000,19900000,16.80623034
5804047,Panadura,Kalutara,5,2,18.5,3500,70000000,18.06400581
5762961,Ja Ela,Gampaha,4,4,10,2100,27000000,17.11134746
5868971,Malabe,Colombo,4,3,9.5,1800,31000000,17.24949779
5868970,Matale,Matale,3,2,13,1300,9500000,16.06680246
5868966,Kolonnawa,Colombo,6,3,21.5,4420,65000000,17.98989784
5868964,Minuwangoda,Colombo,5,3,15.3,3227,27500000,17.1296966
5868963,Kaduwela,Colombo,2,3,8,1100,26000000,17.07360713
5868960,Kaduwela,Colombo,7,8,10,3000,165000000,18.92145604
5675022,Alawwa,Kurunegala,7,3,57,3000,140000000,18.75715299
5728475,Battaramulla,Colombo,5,5,11,3000,250000000,19.33697148
5865447,Thalawathugoda,Colombo,5,3,6.2,4000,65000000,17.98989784
5867010,Thalawathugoda,Colombo,4,4,6.4,3000,68500000,18.04234432
5842883,Boralesgamuwa,Colombo,4,3,12.65,3000,58500000,17.88453733
5869154,Dompe,Gampaha,2,3,17.8,841,4500000,15.31958818
5869134,Panadura,Kalutara,3,2,17,2300,32000000,17.28124649
5869132,Chilaw,Colombo,8,4,13,4000,23500000,16.97251102
5868369,Thalapathpitiya,Other,3,3,51,3500,205000000,19.13852054
5868359,Hokandara,Colombo,4,3,51,3000,130000000,18.68304502
5868357,Athurugiriya,Colombo,5,4,10.6,3000,42000000,17.5531802
5868373,Athurugiriya,Colombo,4,3,10,2000,35000000,17.37085865
5863340,Thalawathugoda,Colombo,4,4,37,4100,185000000,19.03586639
5844904,Mount Lavinia,Colombo,4,4,6.5,3000,70000000,18.06400581
5818116,Colombo 10,Colombo,2,2,1.7,1395,22000000,16.90655306
5868155,Battaramulla,Colombo,6,5,7.25,2552,39000000,17.47907223
5858429,Colombo 6,Colombo,4,4,1,1750,70000000,18.06400581
5856211,Peradeniya,Kandy,5,3,1,2830,39750000,17.49812042
5852835,Colombo 6,Colombo,5,3,7.8,2100,120000000,18.60300231
5847935,Dehiwala,Colombo,1,1,6,1000,45000000,17.62217307
5762761,Piliyandala,Colombo,3,2,6,1300,29500000,17.19990086
5775697,Mirihana,Colombo,5,2,20,2000,55000000,17.82284376
5775918,Minuwangoda,Colombo,4,2,23,2500,35000000,17.37085865
5865598,Thalawathugoda,Colombo,4,4,12.5,4100,75000000,18.13299868
5866073,Malabe,Colombo,4,3,8.9,2800,31000000,17.24949779
5868652,Boralesgamuwa,Colombo,4,3,10.6,4700,92500000,18.34271921
5868650,Boralesgamuwa,Colombo,4,4,11.95,3800,79800000,18.19503407
5866763,Boralesgamuwa,Colombo,4,3,10,3000,82500000,18.22830886
5866751,Boralesgamuwa,Colombo,5,3,8,4250,49000000,17.70733088
5819870,Boralesgamuwa,Colombo,4,4,15,3880,75000000,18.13299868
5868630,Boralesgamuwa,Colombo,7,3,8.2,3000,105000000,18.46947092
5868628,Boralesgamuwa,Colombo,4,3,13,3200,55000000,17.82284376
5868627,Boralesgamuwa,Colombo,5,5,6.7,3000,120000000,18.60300231
5868625,Rathmalana,Colombo,5,4,17.3,4500,75000000,18.13299868
5868623,Boralesgamuwa,Colombo,5,3,20.5,3000,85000000,18.25816183
5799033,Boralesgamuwa,Colombo,5,3,12.8,4400,97000000,18.39022155
5868616,Kohuwala,Colombo,4,4,8.5,4700,85000000,18.25816183
5867363,Kohuwala,Colombo,6,3,21.25,3000,150000000,18.82614586
5865244,Kohuwala,Colombo,6,6,17,3000,210000000,19.16261809
5867119,Kohuwala,Colombo,5,4,13.75,4800,180000000,19.00846741
5868614,Kohuwala,Colombo,6,6,8,3600,85000000,18.25816183
5868603,Piliyandala,Colombo,3,2,15,1562,18500000,16.73328134
5815032,Ja Ela,Gampaha,4,3,6.3,2700,39900000,17.50188691
5835722,Dikwella,Matara,6,5,50,2136,63000000,17.9586453
5836889,Wattala,Gampaha,4,3,18,3500,80000000,18.19753721
5868937,Dehiattakandiya,Other,2,1,20,2000,9100000,16.02378508
5837650,Malabe,Colombo,5,5,9.1,4050,73000000,18.10597001
5719894,Ethul Kotte,Colombo,7,4,8,2500,40000000,17.50439004
5846209,Kandy,Kandy,5,3,13.5,1400,37500000,17.43985152
5868929,Piliyandala,Colombo,4,4,12,4600,75000000,18.13299868
5860001,Rathmalana,Colombo,4,3,6.4,2000,57000000,17.85856184
5868574,Dehiwala,Colombo,3,5,8,4000,100000000,18.42068075
5868925,Thalawathugoda,Colombo,4,5,10,3800,97000000,18.39022155
5868573,Dehiwala,Colombo,5,2,25,3000,125000000,18.6438243
5868572,Dehiwala,Colombo,3,3,7,2500,140000000,18.75715299
5868924,Thalawathugoda,Colombo,4,4,6.4,3000,68500000,18.04234432
5669283,Kandy,Kandy,5,3,15,1900,30000000,17.21670797
5868917,Battaramulla,Colombo,6,6,18,3000,450000000,19.92475814
5868571,Moratuwa,Colombo,3,2,16,2225,55000000,17.82284376
5849359,Colombo 8,Colombo,4,4,10,4800,200000000,19.11382793
5868890,Ahangama,Galle,3,1,57,2000,48000000,17.68671159
5868862,Malabe,Colombo,5,5,9.5,3000,34000000,17.34187111
5868827,Thalawathugoda,Colombo,4,3,1,3000,139000000,18.7499845
5868821,Rajagiriya,Colombo,3,2,29.5,3000,206500000,19.14581098
5868802,Thambuttegama,Anuradhapura,6,1,0.5,3000,35000000,17.37085865
5868795,Kalubowila,Colombo,6,4,8.5,3000,47500000,17.67624029
5868746,Wattala,Gampaha,4,3,10,2500,75000000,18.13299868
5868699,Mount Lavinia,Colombo,5,6,11,3000,108000000,18.49764179
5868697,Nawala,Colombo,5,6,5,4500,75000000,18.13299868
5868566,Rathmalana,Colombo,3,2,6.3,1235,41000000,17.52908265
5612086,Pita Kotte,Colombo,3,3,22,2300,75000000,18.13299868
448325,Malabe,Colombo,6,3,21,3000,65000000,17.98989784
5325894,Nawala,Colombo,5,3,9,3000,85000000,18.25816183
5342271,Kalubowila,Colombo,2,2,12,1000,55000000,17.82284376
5382804,Bentota,Galle,3,1,82,1600,26000000,17.07360713
5510677,Kottawa,Colombo,4,2,7,2000,27000000,17.11134746
5828627,Kahathuduwa,Colombo,5,2,14,2700,31500000,17.26549814
5797778,Thalawathugoda,Colombo,4,3,8.3,2900,68500000,18.04234432
5811372,Malabe,Colombo,4,4,11.5,3500,42000000,17.5531802
5728302,Rajagiriya,Colombo,4,3,10,2500,64000000,17.97439366
5732850,Pita Kotte,Colombo,4,6,30,3000,160000000,18.89068438
5735755,Rajagiriya,Colombo,3,3,8.9,3000,100000000,18.42068075
5774596,Ethul Kotte,Colombo,5,3,14.11,3000,62000000,17.94264496
5777948,Ethul Kotte,Colombo,4,2,7.05,3300,55000000,17.82284376
5631532,Colombo 5,Colombo,3,3,6.6,2664,62000000,17.94264496
5656045,Colombo 5,Colombo,7,5,13.5,3000,150000000,18.82614586
5659643,Battaramulla,Colombo,5,4,10.4,4000,58000000,17.87595359
5659863,Kandana,Gampaha,4,8,19,2500,65000000,17.98989784
5663492,Thalawathugoda,Colombo,3,3,10.1,1000,35000000,17.37085865
5672117,Nawala,Colombo,3,3,6,2300,46000000,17.64415198
5760122,Mirihana,Colombo,5,4,15,3500,65000000,17.98989784
5766061,Malabe,Colombo,3,2,15.5,2450,35000000,17.37085865
5766172,Rathmalana,Colombo,5,3,18,3500,68000000,18.03501828
5766755,Gampaha,Gampaha,8,3,29.5,3035,33000000,17.31201815
5693437,Thalawathugoda,Colombo,4,4,50,3145,130000000,18.68304502
5697665,Weliweriya,Gampaha,6,2,54,3000,40000000,17.50439004
5700287,Thalawathugoda,Colombo,10,4,20,3000,60000000,17.90985514
5702702,Thalawathugoda,Colombo,4,3,11,3345,75000000,18.13299868
5717345,Ethul Kotte,Colombo,4,3,10,3500,60000000,17.90985514
5832157,Gothatuwa,Colombo,5,2,12.9,2000,38000000,17.45309674
5859685,Ragama,Gampaha,6,4,23,2300,45000000,17.62217307
5862701,Nugegoda,Colombo,4,4,8.8,2228,46000000,17.64415198
5868187,Kottawa,Colombo,5,2,13.24,2414,39700000,17.49686177
5868254,Attidiya,Colombo,4,4,15,3000,155000000,18.85893568
5868249,Ragama,Gampaha,2,2,12,1500,32000000,17.28124649
5868239,Meegoda,Colombo,3,2,11,2200,32500000,17.29675068
5868232,Colombo 5,Colombo,7,5,14.1,4500,140000000,18.75715299
5868223,Homagama,Colombo,3,2,7.15,1300,19800000,16.80119255
5868219,Thalawathugoda,Colombo,3,3,11,1500,56000000,17.84086227
5868218,Pannipitiya,Colombo,4,4,6.4,2600,68000000,18.03501828
5868217,Pannipitiya,Colombo,4,4,26.8,2739,88000000,18.29284738
5868212,Pannipitiya,Colombo,4,3,12,2700,79500000,18.19126759
5868211,Pannipitiya,Colombo,6,6,7.5,4800,67500000,18.02763817
5864715,Pannipitiya,Colombo,4,4,10,4000,95000000,18.36938746
5747648,Nugegoda,Colombo,3,3,12,2500,110000000,18.51599093
5868209,Nugegoda,Colombo,4,3,17,4000,89000000,18.30414694
5868207,Kalubowila,Colombo,5,3,1,2200,77000000,18.15931599
5770789,Nugegoda,Colombo,5,3,30,3000,235000000,19.27509608
5868197,Nugegoda,Colombo,7,6,19.7,3000,250000000,19.33697148
5868191,Nugegoda,Colombo,3,3,6,1780,85000000,18.25816183
5811673,Galle,Galle,4,4,27,4000,115000000,18.5604427
5817333,Colombo 4,Colombo,4,4,16,4500,300000000,19.51929304
5868186,Dehiwala,Colombo,3,3,3,2500,38000000,17.45309674
5868183,Nugegoda,Colombo,5,4,16.5,3300,107000000,18.4883394
5861176,Colombo 5,Colombo,3,2,17.4,2550,244000000,19.31267879
5864378,Kohuwala,Colombo,6,7,17,4923,175000000,18.98029654
5868179,nugegoda,Colombo,5,4,15.3,3000,110000000,18.51599093
5868178,Ganemulla,Gampaha,4,4,12.9,2500,27500000,17.1296966
5621537,Battaramulla,Colombo,4,3,7,2250,51500000,17.75709239
5868174,Thalawathugoda,Colombo,4,2,9.3,2480,32000000,17.28124649
5868173,Malabe,Colombo,5,4,11,3100,42000000,17.5531802
5868365,Battaramulla,Colombo,5,4,12.2,2500,50000000,17.72753358
5868363,Athurugiriya,Colombo,3,3,8,1500,22000000,16.90655306
5868355,Pita Kotte,Colombo,4,4,8,2300,42000000,17.5531802
5868352,Kaduwela,Colombo,6,2,23.5,3500,40000000,17.50439004
5868349,Hokandara,Colombo,4,3,60,3000,140000000,18.75715299
5868342,Maharagama,Colombo,4,4,10,2800,55000000,17.82284376
5868339,Boralesgamuwa,Colombo,4,3,15,3880,65000000,17.98989784
5868338,Rajagiriya,Colombo,3,4,19,3500,150000000,18.82614586
5868334,Homagama,Colombo,4,4,38,4000,100000000,18.42068075
5868328,Nugegoda,Colombo,5,2,8.25,3900,47000000,17.66565818
5868312,Athurugiriya,Colombo,3,2,8,1500,29000000,17.18280642
5839078,Colombo 7,Colombo,4,4,12.6,3000,450000000,19.92475814
5868269,Dehiwala,Colombo,4,4,12.5,2400,58500000,17.88453733
5868268,Malabe,Colombo,3,3,7.25,2250,40000000,17.50439004
5868266,Wattala,Gampaha,3,2,6.7,3200,30000000,17.21670797
5868261,Nawala,Colombo,3,2,10,1350,55000000,17.82284376
5807147,Battaramulla,Colombo,4,3,6,3000,55000000,17.82284376
5867390,Colombo 7,Colombo,4,3,13,3280,325000000,19.59933574
5865443,Battaramulla,Colombo,3,2,10,2000,68000000,18.03501828
5836136,Battaramulla,Colombo,3,2,14.75,2750,64000000,17.97439366
5867938,Kelaniya,Gampaha,3,2,1,2500,36500000,17.41282285
5867896,Jaffna,Jaffna,8,6,45,2250,120000000,18.60300231
5867889,Malabe,Colombo,4,4,12,2000,42500000,17.56501466
5867861,Rajagiriya,Colombo,4,3,12.5,1800,135000000,18.72078534
5867847,Negombo,Gampaha,4,7,25,2500,120000000,18.60300231
5867845,Battaramulla,Colombo,5,4,11.5,2600,47500000,17.67624029
5867841,Matara,Matara,2,1,10.25,1200,12500000,16.34123928
5867839,Pita Kotte,Colombo,5,4,20,4000,75000000,18.13299868
5867838,Matara,Matara,5,2,20,3500,50000000,17.72753358
5867829,Athurugiriya,Colombo,4,2,11.56,3200,35000000,17.37085865
5867827,Ragama,Gampaha,5,4,38,3500,69000000,18.04961708
5864568,Malabe,Colombo,5,3,14.5,4000,75000000,18.13299868
5864571,Nugegoda,Colombo,5,3,14.2,3292,65000000,17.98989784
5864573,Padukka,Colombo,4,2,10.5,2000,29000000,17.18280642
5864575,Battaramulla,Colombo,4,4,10,2000,40000000,17.50439004
5864488,Ethul Kotte,Colombo,6,3,1,2500,70000000,18.06400581
5864484,Thalawathugoda,Colombo,4,3,1,3000,60000000,17.90985514
5863060,Malabe,Colombo,4,3,4,3500,40000000,17.50439004
5868157,Battaramulla,Colombo,3,3,10,4200,48900000,17.70528797
5863325,Panadura,Kalutara,6,2,15.25,1790,17000000,16.64872396
5845180,Panadura,Kalutara,4,5,19,4500,50000000,17.72753358
5779208,Panadura,Kalutara,4,2,11.5,3500,26500000,17.09265533
5791852,Panadura,Kalutara,3,2,12,1800,18500000,16.73328134
523691,Homagama,Colombo,6,5,18,4400,48500000,17.69707438
5868156,Battaramulla,Colombo,5,3,9,3500,47000000,17.66565818
5867789,Nawala,Colombo,3,3,40,3000,350000000,19.67344372
5764753,wattala,Gampaha,6,3,15,111,87000000,18.28141869
5777107,Katunayake,Gampaha,4,2,12,2000,19000000,16.75994959
5811148,Wattala,Gampaha,3,2,6.75,2000,34000000,17.34187111
5868105,Ethul Kotte,Colombo,5,4,21.5,3000,170000000,18.951309
5868036,Kandy,Kandy,5,2,25,1200,22000000,16.90655306
5868028,Nawala,Colombo,5,5,20,3000,125000000,18.6438243
5868019,Hokandara,Colombo,4,4,17.5,3000,120000000,18.60300231
5868004,Dehiwala,Colombo,6,5,16.27,3000,165000000,18.92145604
5868003,Thalawathugoda,Colombo,4,4,20,3000,190000000,19.06253464
5867992,Moratuwa,Colombo,3,2,18,1600,38000000,17.45309674
5867991,Angoda,Colombo,7,5,29.5,4800,160000000,18.89068438
5867974,Colombo 7,Colombo,5,5,11.1,3500,350000000,19.67344372
5867963,Thalawathugoda,Colombo,4,3,50.2,3000,140000000,18.75715299
5866232,Colombo 6,Colombo,3,3,29,2500,369750000,19.72833766
5867437,Kandana,Gampaha,4,3,15,4000,60000000,17.90985514
5842853,Nugegoda,Colombo,5,3,80,4000,380000000,19.75568181
5816909,Embuldeniya,Other,4,4,8,3000,59000000,17.89304802
5830358,Maharagama,Colombo,5,2,1,2200,42000000,17.5531802
5864304,Nawela,Colombo,5,3,10,3000,52000000,17.7667543
5862404,Colombo 5,Colombo,5,4,10,3000,85000000,18.25816183
5867556,Nugegoda,Colombo,5,3,10.45,4000,85000000,18.25816183
5867528,Colombo 3,Colombo,8,7,9.6,4500,250000000,19.33697148
5864923,Rajagiriya,Colombo,6,6,30,3000,100000000,18.42068075
5867449,Rajagiriya,Colombo,5,4,11.8,2410,45000000,17.62217307
5840409,Rajagiriya,Colombo,4,3,18.13,3300,63000000,17.9586453
5819043,Colombo 7,Colombo,4,3,8.5,3767,230000000,19.25358987
5867412,Kiribathgoda,Gampaha,5,3,14,4000,155000000,18.85893568
5818641,Wattala,Gampaha,3,3,6.6,1850,39500000,17.49181126
5840388,Moratuwa,Colombo,4,4,15,3500,58000000,17.87595359
5840403,Moratuwa,Colombo,4,4,10,3500,60000000,17.90985514
5856947,Moratuwa,Colombo,4,3,11.7,2415,37500000,17.43985152
5866767,Mount Lavinia,Colombo,4,3,14.7,3852,87500000,18.28714936
5867378,Kolonnawa,Colombo,4,4,17.8,3500,130000000,18.68304502
5867369,Kolonnawa,Colombo,4,3,10,2000,35000000,17.37085865
5867368,Kolonnawa,Colombo,4,3,10,2800,39500000,17.49181126
5867761,Gangodawila,Colombo,7,9,20,3000,280000000,19.45030016
5867359,KOTTAWA,Colombo,5,3,24,3000,69000000,18.04961708
5867354,Panadura,Kalutara,3,2,20.5,2300,75000000,18.13299868
5867355,Kottawa,Colombo,5,4,13.22,3000,69500000,18.05683732
5867353,Kottawa,Colombo,5,6,9,3000,85000000,18.25816183
5753522,Kottawa,Colombo,4,2,80,3000,200000000,19.11382793
5867351,kottawa,Colombo,4,2,10,3000,85000000,18.25816183
5867688,Kalubowila,Colombo,6,5,16.25,3000,180000000,19.00846741
5867632,Piliyandala,Colombo,3,2,9.6,1800,24900000,17.0303784
5867631,Beragala,Other,8,8,64,2600,150000000,18.82614586
5867627,Rathmalana,Colombo,3,2,8,1500,22000000,16.90655306
5867622,Beragala,Other,8,5,2,4500,255000000,19.35677411
5867613,Piliyandala,Colombo,4,3,6.9,1578,75000000,18.13299868
5867572,Nawala,Colombo,5,4,35,4800,280000000,19.45030016
5368011,Colombo 5,Colombo,7,7,9.89,3000,190000000,19.06253464
5492855,Nawala,Colombo,4,3,21,2817,140000000,18.75715299
5571431,Nawala,Colombo,4,4,37,4500,220000000,19.20913811
5671540,Udahamulla,Colombo,3,3,27.5,4000,200000000,19.11382793
5757214,Bope,Other,3,3,14,3000,30000000,17.21670797
5758189,Thalawathugoda,Colombo,4,3,16,3500,80000000,18.19753721
5816518,Nawala,Colombo,4,4,20,3000,175000000,18.98029654
5820502,Colombo 7,Colombo,4,3,23.5,3500,470000000,19.96824325
5858547,Colombo 5,Colombo,5,4,10,2100,95000000,18.36938746
5865433,Colombo 8,Colombo,3,2,6.1,2350,79500000,18.19126759
5852966,Colombo 3,Colombo,7,7,20,3000,490000000,20.00991595
5854706,Colombo 1,Colombo,3,3,1,2200,60000000,17.90985514
5860086,Negombo,Gampaha,3,1,10,2500,35000000,17.37085865
5861352,Colombo 6,Colombo,7,5,20.5,3000,400000000,19.80697511
5861337,Colombo 5,Colombo,4,3,1,3000,55000000,17.82284376
5861848,Dehiwala,Colombo,5,5,16.5,3000,135000000,18.72078534
5866201,Kottawa,Colombo,7,4,31,3500,70000000,18.06400581
5866089,Colombo 3,Colombo,3,2,14.65,3000,160000000,18.89068438
5866104,Kalubowila,Colombo,8,6,14.5,3000,150000000,18.82614586
5845951,Maharagama,Colombo,3,3,9,3000,45000000,17.62217307
5852575,Battaramulla,Colombo,3,2,12.41,3000,47000000,17.66565818
5824344,Rathmalana,Colombo,2,2,1,4628,75000000,18.13299868
5835536,Colombo 4,Colombo,7,5,18.75,3000,350000000,19.67344372
5838150,Nugegoda,Colombo,2,1,1,2400,49000000,17.70733088
5838197,Jayaminipura,Other,4,4,1,2723,38000000,17.45309674
5815499,Dehiwala,Colombo,5,4,11,2994,60000000,17.90985514
5817848,Colombo 5,Colombo,6,5,1,3000,500000000,20.03011866
5819620,Colombo 6,Colombo,3,3,1,2450,100000000,18.42068075
5820055,Dehiwala,Colombo,4,4,1,2041,90000000,18.31532024
5821359,Colombo 9,Colombo,4,10,12,3000,255000000,19.35677411
5821696,Dehiwala,Colombo,6,6,12,3000,190000000,19.06253464
5822215,Attidiya,Colombo,4,4,26.02,3000,225000000,19.23161096
5824179,Koswatta,Colombo,4,3,1,3700,60000000,17.90985514
5812576,Maharagama,Colombo,4,2,16.9,4601,26000000,17.07360713
5808997,Kotikawatta,Colombo,3,2,1,1200,17500000,16.6777115
5806384,Koswatta,Colombo,3,2,7.5,1783,32500000,17.29675068
5806393,Colombo 6,Colombo,6,4,9.5,2586,62000000,17.94264496
5769665,Pita Kotte,Colombo,3,3,1,1600,55000000,17.82284376
5769249,Colombo 5,Colombo,3,3,1,4300,300000000,19.51929304
5767219,Kalubowila,Colombo,7,5,7,2000,80000000,18.19753721
5765433,Battaramulla,Colombo,5,5,1,4300,160000000,18.89068438
5765470,Dehiwala,Colombo,5,4,6,1633,60000000,17.90985514
5867113,Colombo 5,Colombo,3,2,17.44,2548,255000000,19.35677411
5757447,Boralesgamuwa,Colombo,5,5,22,2666,75000000,18.13299868
5753198,Colombo 5,Colombo,3,3,1,2341,75000000,18.13299868
5752844,Colombo 5,Colombo,4,3,1,2800,165000000,18.92145604
5867107,Battaramulla,Colombo,2,2,10,200,25000000,17.03438642
5750130,Dehiwala,Colombo,4,3,12,3267,95000000,18.36938746
5819451,Rajagiriya,Colombo,4,3,16.86,3000,180000000,19.00846741
5867104,Nugegoda,Colombo,3,2,7,1500,35000000,17.37085865
5867345,Nugegoda,Colombo,5,4,12.9,4400,160000000,18.89068438
5867079,Maharagama,Colombo,3,3,16,2500,70000000,18.06400581
5817354,Dehiwala,Colombo,4,4,10.1,3720,87000000,18.28141869
5823981,Colombo 8,Colombo,5,4,11,4000,177000000,18.9916603
5817155,Thalawathugoda,Colombo,4,3,7,4000,62000000,17.94264496
5850487,Pepiliyana,Colombo,4,3,8,3600,85000000,18.25816183
5817603,Nugegoda,Colombo,5,4,11.8,4100,170000000,18.951309
5867002,Matale,Matale,3,1,16,1400,9000000,16.01273525
5866984,Ethul Kotte,Colombo,4,5,21,3700,115000000,18.5604427
5670919,Wattala,Gampaha,3,1,56,2500,35000000,17.37085865
5674071,Weligama,Matara,4,2,62,111,35000000,17.37085865
5728219,Wattala,Gampaha,3,1,12,111,34000000,17.34187111
5867271,Rajagiriya,Colombo,4,4,28.5,2600,142500000,18.77485256
5867175,Pannipitiya,Colombo,4,3,216.3,3000,125000000,18.6438243
5867164,Battaramulla,Colombo,5,5,6.2,3800,75000000,18.13299868
5867162,Ethul Kotte,Colombo,5,5,18.2,3000,135000000,18.72078534
5867156,Battaramulla,Colombo,4,3,7,3700,69500000,18.05683732
5867134,Pita Kotte,Colombo,4,3,23.5,3000,114000000,18.55170902
5867125,Hokandara,Colombo,4,4,35,3000,350000000,19.67344372
5867122,Nittambuwa,Gampaha,3,1,30,2600,195000000,19.08851012
5863205,Battaramulla,Colombo,3,2,19.71,3407,130000000,18.68304502
5866677,Malabe,Colombo,4,3,17.5,3000,125000000,18.6438243
5866662,Thalawathugoda,Colombo,3,3,11.5,2650,48000000,17.68671159
5865740,Colombo 7,Colombo,5,5,11,2994,375000000,19.74243659
5857756,Kadawatha,Gampaha,5,5,16.5,2500,70000000,18.06400581
5833348,Mount Lavinia,Colombo,5,5,6.5,4085,87000000,18.28141869
5817608,Boralesgamuwa,Colombo,4,6,12.8,4400,95000000,18.36938746
5726258,Nugegoda,Colombo,4,4,7,3500,94000000,18.35880535
5817605,Nugegoda,Colombo,5,8,31,3000,270000000,19.41393252
5866683,Battaramulla,Colombo,5,4,40.8,3000,300000000,19.51929304
5866680,Battaramulla,Colombo,8,3,22,3000,300000000,19.51929304
5782605,Battaramulla,Colombo,5,3,30,3000,27000000,17.11134746
5860447,Thalawathugoda,Colombo,4,3,60,3000,140000000,18.75715299
5823270,Colombo 7,Colombo,6,4,23.64,4000,455000000,19.93580798
5866964,Pita Kotte,Colombo,4,3,19,3000,80750000,18.20686853
5865452,Nugegoda,Colombo,5,4,17,3000,170000000,18.951309
5723384,Piliyandala,Colombo,5,5,12,3500,34650000,17.36080831
5650385,Colombo 5,Colombo,4,3,10,2700,150000000,18.82614586
5649959,Colombo 7,Colombo,6,4,19.51,3500,273140000,19.42549505
5624640,Colombo 7,Colombo,3,2,9.4,2500,180000000,19.00846741
5649960,Colombo 7,Colombo,4,5,16.5,3000,325000000,19.59933574
5657436,Colombo 7,Colombo,4,3,18.45,3000,405900000,19.82161738
5797870,Colombo 7,Colombo,4,4,13,3500,330000000,19.61460322
5816699,Colombo 5,Colombo,3,2,21,3000,378000000,19.75040476
5866952,Homagama,Colombo,4,3,15,2300,45000000,17.62217307
5866951,Homagama,Colombo,2,1,20,1500,42000000,17.5531802
5866625,Thalpavila,Matara,4,2,7,2136,15000000,16.52356083
5366847,Nugegoda,Colombo,5,4,10.75,3250,77500000,18.16578851
5866908,Galle,Galle,6,4,96,3800,130000000,18.68304502
5866841,Piliyandala,Colombo,4,3,25,4800,45000000,17.62217307
5866840,Piliyandala,Colombo,4,4,6,3074,65000000,17.98989784
5866790,Mount Lavinia,Colombo,3,4,9,2200,69000000,18.04961708
5866785,Mount Lavinia,Colombo,6,4,17.23,3600,125000000,18.6438243
5866779,Mount Lavinia,Colombo,4,3,25,4500,150000000,18.82614586
5866775,Mount Lavinia,Colombo,4,4,6.5,1700,70000000,18.06400581
5866770,Dehiwala,Colombo,5,4,20,3400,85000000,18.25816183
5866603,Nawala,Colombo,4,10,20,3000,87000000,18.28141869
5863495,Pita Kotte,Colombo,4,4,11,2500,65000000,17.98989784
5711345,Galle,Galle,4,4,10,3500,34650000,17.36080831
5866219,Peradeniya,Kandy,3,3,50,1500,30000000,17.21670797
5798349,Athurugiriya,Colombo,3,2,6,1150,23000000,16.95100482
5813081,Athurugiriya,Colombo,4,3,18,2800,34500000,17.35646991
5813083,Athurugiriya,Colombo,4,3,6.5,2300,35000000,17.37085865
5813094,Athurugiriya,Colombo,4,3,8,2200,39000000,17.47907223
5826694,Athurugiriya,Colombo,3,3,8.5,1600,28000000,17.1477151
